P_joint_min,P_joint_max,Posterior_min,Posterior_max,time
-1.5751289161869408e-15,7.308084595973244e-16,-0.048047718340463015,0.10355839416058395,3.391969708
-3.92047505570758e-15,4.23272528138341e-16,-0.115530303030303,1.07007575757576,5.54
2.35451775195918e-25,2.2460369468764e-16,1.03673939892033e-9,0.988973216413392,328.18
-4.44089e-18,2.2482e-16,-0.02,1.0125,21.484
-4.44089e-18,2.2482e-16,-0.02,1.0125,21.484
-2.0025647806676262e-17,2.2460627108200625e-16,-0.33717890624999997,0.030062500000000002,1.7533725
-2.3425705819590805e-15,2.244972437115411e-16,-0.07221755022321429,0.7535714285714287,0.408234833
-3.1113624572753905e-7,7.450580596923828e-8,-0.016447369009256363,0.06868421286344528,0.203522583
-1.4901161193847656e-8,4.023313522338867e-8,NaN,NaN,1.430360708
